1000
2000
569	956
309	636
89	994
66	580
917	834
18	623
122	558
648	873
39	833
480	819
197	383
16	830
715	496
613	55
904	363
586	796
865	802
619	295
743	68
337	409
390	862
520	822
915	475
714	334
528	860
734	373
393	431
469	161
834	374
648	970
368	982
846	218
178	434
360	212
990	232
224	373
559	805
814	511
838	141
658	761
241	938
558	346
449	403
21	248
432	735
775	486
516	335
462	291
69	919
994	749
705	388
929	555
728	429
678	423
401	886
764	964
175	157
448	74
531	169
956	179
559	809
146	520
98	547
815	632
195	952
56	834
102	230
421	977
371	721
471	130
679	415
817	251
578	593
176	503
971	364
942	27
289	121
680	635
20	641
562	432
533	875
832	357
313	586
371	981
987	659
257	949
847	485
172	574
626	564
111	724
84	487
286	987
491	869
858	127
78	992
678	630
817	587
727	447
640	922
159	595
893	607
350	810
257	204
732	810
355	57
237	419
977	248
83	19
730	586
182	577
712	307
825	727
982	620
333	275
917	28
947	386
160	431
273	432
422	338
226	161
738	419
454	583
944	583
143	91
840	418
845	796
636	22
498	845
521	864
668	210
431	192
828	301
955	149
259	713
231	554
729	950
759	903
635	293
23	83
2	320
808	168
505	96
311	270
856	421
901	62
16	519
123	953
909	641
873	714
710	939
997	276
227	108
424	702
856	301
125	456
566	350
435	138
871	479
49	800
224	171
382	375
61	543
303	760
68	356
450	586
552	429
100	685
428	895
126	739
635	752
908	439
277	375
692	713
900	147
788	378
145	420
849	61
241	467
630	973
335	271
949	15
164	825
106	582
156	728
112	940
315	774
702	748
288	660
141	855
951	341
781	64
471	81
296	541
941	1
741	619
915	246
671	143
113	767
485	402
788	463
197	567
796	778
309	80
806	332
899	710
715	684
843	142
799	213
967	188
763	623
653	883
125	407
141	281
574	28
223	221
266	84
368	841
30	617
884	15
433	611
923	349
561	703
416	319
583	662
930	42
864	516
188	833
208	3
409	386
436	117
107	538
613	303
531	448
408	638
668	266
487	745
132	704
505	214
961	699
608	276
350	416
251	828
958	424
611	16
253	415
600	907
977	921
346	582
858	456
521	580
404	376
943	703
290	659
724	356
612	921
461	73
407	930
829	750
932	682
217	841
918	989
377	890
501	150
548	764
787	620
534	567
277	336
960	987
492	234
131	603
901	158
12	81
451	61
475	835
714	718
116	84
759	240
807	220
620	106
787	947
743	686
21	785
893	565
837	188
508	385
221	777
454	213
858	303
498	52
286	651
79	934
849	164
886	97
386	530
765	563
198	149
401	709
672	759
285	21
664	28
65	924
94	597
133	69
695	732
844	159
144	378
502	182
957	561
944	521
737	167
45	139
39	229
107	943
341	60
798	625
57	568
122	254
713	466
610	600
679	19
353	206
885	233
769	865
895	428
897	106
225	54
342	15
664	872
710	320
898	527
532	466
287	764
169	313
614	386
141	547
5	641
761	960
835	578
859	680
53	990
1	771
621	463
564	339
77	171
736	176
186	425
312	854
794	910
469	353
353	984
166	360
460	362
843	851
496	854
818	276
704	848
197	103
470	950
313	343
904	687
353	379
994	608
796	714
530	514
723	431
844	229
481	363
154	80
696	786
446	391
797	162
499	369
60	169
305	531
213	463
905	710
405	231
874	628
898	690
703	452
958	324
281	389
942	7
160	659
156	138
945	722
120	317
476	504
999	981
214	865
978	352
718	828
777	971
761	807
856	749
37	159
714	23
846	379
213	583
601	872
912	795
632	160
914	98
989	859
699	61
155	866
909	721
828	587
679	173
504	179
834	64
363	982
353	638
958	784
507	291
671	808
665	659
597	262
930	240
263	439
246	940
947	989
782	579
145	953
632	407
781	870
454	183
367	986
242	701
142	496
741	841
644	576
308	168
589	511
552	228
708	984
810	955
652	949
377	945
909	450
590	292
250	446
259	878
115	935
386	645
585	854
155	23
835	863
119	332
331	415
332	272
425	182
363	914
221	700
244	939
575	316
656	697
334	70
105	620
566	653
410	640
749	169
405	503
48	218
693	415
534	773
348	169
754	134
876	188
343	85
840	365
766	349
804	521
959	97
215	228
935	318
685	729
734	591
967	486
15	520
967	323
193	318
648	782
783	520
485	99
99	566
575	453
556	890
907	269
612	291
202	458
321	918
599	793
206	459
637	264
32	857
803	417
342	557
42	340
354	481
683	782
139	192
416	778
902	601
253	583
551	345
117	42
658	81
46	603
557	138
898	536
184	447
690	239
316	312
175	421
100	698
14	388
638	825
658	126
185	376
201	523
851	38
437	311
110	300
560	288
578	13
337	37
571	577
16	470
569	823
961	16
875	464
297	765
532	270
901	237
320	527
386	787
775	361
674	605
318	574
169	244
164	349
588	941
834	159
517	933
148	251
791	811
403	922
358	329
406	729
965	164
909	917
104	355
122	29
304	202
90	30
716	407
137	511
322	611
790	296
663	357
29	460
504	953
2	218
847	722
973	358
269	851
605	471
189	645
938	297
313	672
239	43
145	844
995	486
517	397
378	634
622	856
431	902
279	305
85	998
855	114
115	987
589	1000
922	660
861	203
805	33
410	631
168	797
915	402
107	644
178	993
403	618
549	151
244	81
934	576
708	986
11	249
66	496
614	868
313	806
491	669
553	418
295	369
342	220
510	881
94	691
28	702
954	686
582	45
1	620
539	697
994	460
590	564
859	194
317	375
934	363
652	604
102	864
976	366
781	781
635	208
980	914
389	3
331	965
790	925
867	805
690	6
449	476
146	749
991	174
807	482
357	532
281	204
726	171
384	108
730	706
279	897
718	501
953	716
190	440
183	812
29	802
163	876
333	335
911	623
735	791
821	145
617	667
169	35
308	172
479	572
959	363
708	199
947	74
769	122
861	632
778	160
844	944
589	670
260	233
366	640
648	103
434	976
769	672
206	77
303	178
810	274
38	803
926	475
863	99
111	408
353	454
198	786
17	338
136	522
943	579
646	498
50	906
921	21
896	114
279	110
238	315
134	303
466	719
976	541
141	757
508	354
706	448
365	254
723	395
799	616
498	321
772	201
758	385
714	504
101	790
776	912
58	374
420	911
686	819
203	640
471	854
797	273
572	380
320	291
841	330
404	645
37	714
276	89
970	266
404	722
567	527
849	436
576	507
221	567
176	492
978	985
922	24
357	565
890	541
535	889
545	836
738	543
611	135
736	932
993	303
934	390
301	85
346	876
350	918
832	329
920	616
496	145
863	400
913	680
292	23
883	740
637	532
615	929
573	9
848	14
824	773
565	109
923	211
872	139
508	17
556	783
279	541
691	872
668	706
700	710
731	817
98	894
76	475
678	997
634	422
456	755
446	352
324	413
154	89
890	109
473	930
827	589
831	34
709	842
636	173
500	340
673	162
747	426
139	199
271	868
310	695
118	487
526	343
558	733
618	184
613	916
224	631
447	614
66	249
347	754
808	972
501	540
638	388
333	878
915	265
896	516
108	392
86	567
981	989
876	323
53	211
485	539
951	667
286	6
718	46
292	246
962	698
401	738
370	855
59	160
647	254
840	759
73	825
738	680
381	178
757	742
562	286
338	758
886	332
406	88
501	708
845	141
196	958
771	265
995	53
873	846
452	182
544	872
858	851
904	233
3	703
494	875
520	238
640	982
941	328
917	850
27	614
233	833
817	172
901	389
735	27
504	919
809	563
627	16
580	312
971	118
91	38
729	376
500	876
21	837
631	918
690	458
379	233
282	937
921	181
783	128
844	816
58	278
916	705
89	894
418	524
156	324
363	851
407	515
15	94
175	59
561	463
46	119
119	883
571	897
782	965
474	562
379	842
285	613
206	790
972	375
616	534
622	51
115	826
56	102
120	591
937	75
172	196
425	977
213	745
229	110
885	161
74	122
356	21
292	736
7	94
242	392
913	494
718	268
6	804
817	148
508	321
200	248
135	350
123	496
94	409
996	199
262	354
670	403
815	413
867	804
63	291
372	787
52	918
214	101
180	63
538	952
484	546
899	98
524	238
173	447
446	676
755	256
297	118
765	362
831	172
85	473
338	778
750	282
736	624
370	912
971	735
818	13
841	620
100	418
322	190
157	177
807	901
156	727
634	151
655	151
734	475
41	833
370	409
487	454
229	322
888	856
37	929
550	750
193	112
213	442
656	877
762	747
790	705
313	605
948	480
287	881
477	139
1	27
299	18
473	163
353	962
48	409
249	47
670	446
954	976
958	395
242	738
162	634
373	978
223	971
159	621
674	879
351	736
160	467
771	513
752	301
387	699
33	492
486	589
41	204
315	615
886	846
531	369
754	873
740	766
616	331
427	520
134	494
61	892
31	459
949	237
164	681
488	196
885	945
283	501
940	934
586	895
728	926
605	275
754	59
764	92
973	630
135	563
282	899
123	382
630	649
689	962
89	959
272	84
935	953
752	923
136	703
518	146
617	279
792	580
110	661
242	824
56	601
506	377
550	717
331	892
966	398
28	621
654	515
373	100
202	591
534	748
537	538
80	5
195	256
58	804
740	981
394	271
960	968
579	635
558	394
956	891
199	300
886	925
438	607
183	364
953	894
313	551
667	211
607	220
310	132
954	198
964	443
8	992
307	607
977	773
848	523
787	902
941	933
8	346
103	321
735	464
673	239
383	162
819	325
132	223
139	514
706	826
196	568
200	158
787	824
549	334
927	599
675	166
322	429
837	470
76	818
930	51
677	236
441	905
903	492
471	398
908	862
147	956
179	532
407	773
13	350
401	716
429	777
961	318
773	5
170	343
687	855
870	432
722	336
915	420
577	556
792	817
186	507
43	294
668	196
273	932
968	137
346	700
905	107
988	364
273	944
38	526
734	906
978	6
386	385
771	708
298	483
766	685
996	135
24	285
606	57
324	753
9	267
203	832
488	335
236	474
82	647
293	140
781	656
706	327
795	527
937	983
857	773
539	2
419	919
193	165
378	344
796	800
69	440
216	937
289	776
536	944
825	480
589	699
18	486
439	896
518	47
820	388
686	138
742	891
887	381
597	190
586	754
65	235
718	854
526	507
922	941
289	117
722	305
564	608
642	624
692	5
698	609
319	913
419	684
926	746
91	695
789	361
184	805
782	629
435	48
738	399
610	828
383	80
711	245
441	464
183	304
854	350
661	881
364	574
877	663
409	205
875	988
300	389
359	851
939	437
46	920
719	840
966	835
294	890
358	454
140	106
277	984
978	819
445	142
324	153
236	942
730	52
545	316
563	396
459	214
67	132
867	645
753	686
161	588
31	881
566	506
325	96
731	127
858	663
178	354
569	134
798	526
647	399
238	828
240	157
371	209
362	285
14	46
818	257
580	730
621	355
159	364
833	779
132	507
906	330
651	923
540	222
765	922
622	789
56	727
633	208
701	30
264	489
811	715
765	415
918	320
683	999
229	83
640	263
917	456
260	755
520	888
576	168
622	585
141	410
139	714
32	731
727	381
541	519
891	866
525	922
194	665
560	781
719	141
219	765
116	484
16	93
648	345
704	784
1	538
461	160
363	245
553	440
163	576
63	767
588	644
887	686
950	696
535	184
795	745
976	874
317	17
890	363
85	42
535	98
790	294
845	467
376	169
613	604
987	923
44	375
733	14
253	893
111	962
992	969
949	568
477	776
371	506
349	36
453	337
234	919
410	352
627	205
393	650
918	567
707	529
432	194
542	591
853	863
413	120
436	178
457	106
149	862
8	701
575	477
126	516
958	270
758	441
296	970
592	617
241	735
729	592
22	940
95	947
472	468
848	483
119	550
895	740
821	966
277	383
969	202
160	355
516	462
719	24
838	124
270	741
678	968
866	471
977	688
194	527
224	155
281	735
644	389
116	932
356	874
299	689
949	14
567	959
14	966
870	700
190	12
435	619
706	903
56	778
649	505
31	24
103	765
601	952
402	217
216	647
444	382
827	982
120	289
658	41
264	721
866	996
168	377
809	547
872	872
943	307
791	951
334	696
342	737
243	920
145	620
873	690
153	207
367	689
733	443
889	709
967	77
831	147
375	875
686	508
773	240
964	358
982	180
844	402
418	743
460	11
777	414
272	924
47	7
952	862
493	864
482	274
352	124
352	478
16	998
67	863
489	831
483	825
764	443
827	137
633	82
917	121
474	412
595	399
514	44
184	573
592	141
204	720
85	565
849	199
629	732
901	187
965	916
227	804
439	885
467	135
436	635
7	612
106	388
857	563
342	463
622	515
403	841
742	298
870	178
967	131
987	246
212	859
148	807
610	74
478	701
899	763
287	505
171	635
769	181
37	510
424	514
733	794
904	106
489	303
126	481
478	863
225	319
17	730
435	71
809	191
3	712
615	571
464	592
847	420
261	865
896	562
155	277
349	922
837	517
71	68
491	494
102	784
710	988
662	514
709	228
549	242
628	79
758	123
972	677
350	262
575	653
882	579
372	229
929	434
920	351
566	689
169	421
566	492
854	329
813	432
494	445
806	275
607	734
744	47
899	248
25	920
938	633
483	796
625	833
833	989
787	249
581	794
639	178
89	93
944	375
323	606
37	370
739	645
492	914
942	181
829	958
462	886
391	821
90	46
800	451
848	548
682	889
946	165
119	310
745	962
190	840
68	590
631	266
982	969
336	562
577	632
293	133
864	680
282	370
936	462
814	356
587	115
377	810
310	878
270	548
221	688
878	866
645	765
624	678
981	204
999	371
922	820
276	302
832	431
790	73
991	753
757	885
90	268
395	202
172	178
472	758
362	269
868	940
954	510
283	43
271	804
793	775
956	904
563	669
340	550
906	420
539	294
772	58
187	832
560	387
926	666
711	634
422	767
93	638
142	81
12	218
315	799
87	703
820	555
10	308
125	771
205	287
704	492
410	193
177	173
392	906
791	476
933	147
808	429
164	236
740	999
481	611
542	324
127	851
579	89
856	515
418	435
33	659
701	681
565	721
775	664
60	309
656	620
427	492
904	474
902	765
296	846
409	246
293	361
343	722
575	708
196	137
44	780
839	491
150	224
924	476
238	791
769	411
409	828
14	642
434	641
806	424
302	645
662	349
725	872
733	136
71	44
565	713
968	133
338	395
62	224
307	606
490	275
359	99
409	617
541	601
33	262
889	875
508	336
914	844
249	646
512	335
223	204
145	829
978	640
887	553
328	149
280	426
559	390
879	65
634	553
525	228
639	58
124	39
310	598
536	671
562	980
251	6
293	323
894	363
236	259
609	576
883	680
138	809
837	322
252	823
664	667
925	330
541	722
27	856
472	966
907	916
355	541
635	213
955	682
891	664
999	39
350	34
938	206
351	203
127	737
469	59
205	417
580	716
121	365
611	434
41	278
532	68
102	16
489	968
56	983
87	91
826	63
418	311
317	56
525	658
268	678
965	517
635	120
834	721
275	245
268	910
936	32
235	17
658	850
865	274
910	747
994	392
317	268
192	980
797	566
120	242
66	711
1	116
578	302
150	890
284	441
234	85
522	604
452	772
136	944
25	848
142	349
464	457
847	606
49	889
811	333
887	262
872	24
522	363
181	523
607	246
118	833
55	737
324	472
301	467
975	51
838	361
749	56
783	615
143	431
948	809
901	1000
777	546
820	438
618	649
532	690
308	870
289	1000
734	12
743	932
255	26
76	299
34	432
322	422
291	162
279	324
205	303
948	184
854	312
598	56
952	971
647	831
847	437
682	73
613	369
321	321
640	21
